symbol,direction,entry_price,exit_price,stop_loss,take_profit,pnl_usd,pnl_pips,close_reason,lot_size,confidence,model_used,timestamp
EURUSD,sell,1.16346,1.16202,1.16646,1.1604599999999998,1.4399999999998858,14.399999999998858,session_end,0.01,0.35,deepseek/deepseek-v4-flash,2025-10-21T07:00:00+00:00
EURGBP,sell,0.86863,0.86913,0.86913,0.86793,-2.0,-4.999999999999449,stop_loss,0.04000000000000441,0.47,deepseek/deepseek-v4-flash,2025-10-21T07:00:00+00:00
NZDUSD,sell,0.57303,0.57103,0.57428,0.57103,3.2000000000000712,20.000000000000018,take_profit,0.01600000000000034,0.5,deepseek/deepseek-v4-flash,2025-10-21T07:00:00+00:00
USDJPY,buy,151.046,151.196,150.89600000000002,151.196,2.000000000000379,15.000000000000568,take_profit,0.013333333333335355,0.67,deepseek/deepseek-v4-flash,2025-10-21T07:00:00+00:00
GBPJPY,buy,202.289,202.88899999999998,201.88899999999998,202.88899999999998,5.999999999999943,59.99999999999943,take_profit,0.01,0.67,deepseek/deepseek-v4-flash,2025-10-21T07:00:00+00:00
EURUSD,sell,1.16346,1.16196,1.1644600000000003,1.16196,2.9999999999986677,14.999999999998348,take_profit,0.01999999999999332,0.35,deepseek/deepseek-v4-flash,2025-10-21T07:00:00+00:00
EURGBP,sell,0.86863,0.86817,0.87013,0.86713,0.6133333333333768,4.6000000000001595,session_end,0.013333333333333816,0.47,deepseek/deepseek-v4-flash,2025-10-21T07:00:00+00:00
EURGBP,sell,0.86863,0.86817,0.87013,0.86713,0.6133333333333768,4.6000000000001595,session_end,0.013333333333333816,0.47,deepseek/deepseek-v4-flash,2025-10-21T07:00:00+00:00
USDJPY,buy,151.046,151.546,150.696,151.546,5.0,50.0,take_profit,0.01,0.67,deepseek/deepseek-v4-flash,2025-10-21T07:00:00+00:00
USDCHF,buy,0.79315,0.7945,0.7901499999999999,0.7961499999999999,1.3499999999999623,13.499999999999623,session_end,0.01,0.67,deepseek/deepseek-v4-flash,2025-10-21T07:00:00+00:00
GBPJPY,buy,202.289,202.48899999999998,202.08899999999997,202.48899999999998,1.9999999999998863,19.999999999998863,take_profit,0.01,0.67,deepseek/deepseek-v4-flash,2025-10-21T07:00:00+00:00
GBPJPY,buy,202.289,202.71399999999994,201.88899999999995,202.71399999999994,4.249999999999545,42.49999999999545,take_profit,0.01,0.67,deepseek/deepseek-v4-flash,2025-10-21T07:00:00+00:00
USDCAD,sell,1.40202,1.40045,1.40377,1.40002,1.7942857142858797,15.700000000000713,session_end,0.011428571428571963,0.35,deepseek/deepseek-v4-flash,2025-10-22T00:00:00+00:00
NZDUSD,buy,0.57372,0.57472,0.5727199999999999,0.57522,1.9999999999997777,10.000000000000009,session_end,0.01999999999999776,0.35,deepseek/deepseek-v4-flash,2025-10-22T00:00:00+00:00
USDJPY,buy,151.866,151.59099999999998,151.59099999999998,152.21599999999998,-2.750000000000341,-27.50000000000341,stop_loss,0.01,0.55,deepseek/deepseek-v4-flash,2025-10-22T00:00:00+00:00
GBPJPY,buy,203.039,203.006,202.58899999999997,203.63899999999998,-0.3299999999998704,-3.299999999998704,session_end,0.01,0.5,deepseek/deepseek-v4-flash,2025-10-22T00:00:00+00:00
AUDUSD,sell,0.64946,0.64954,0.6522100000000001,0.64596,-0.07999999999996898,-0.7999999999996898,session_end,0.01,0.55,deepseek/deepseek-v4-flash,2025-10-22T07:00:00+00:00
EURUSD,sell,1.16068,1.15948,1.1631799999999999,1.1576799999999998,1.1999999999998678,11.999999999998678,session_end,0.01,0.35,deepseek/deepseek-v4-flash,2025-10-22T07:00:00+00:00
AUDUSD,buy,0.64865,0.64946,0.64665,0.6516499999999998,0.8100000000000884,8.100000000000884,session_end,0.01,0.47,deepseek/deepseek-v4-flash,2025-10-22T00:00:00+00:00
GBPUSD,sell,1.33737,1.33487,1.3398700000000001,1.33487,2.4999999999999467,24.999999999999467,take_profit,0.01,0.35,deepseek/deepseek-v4-flash,2025-10-22T07:00:00+00:00
EURGBP,buy,0.86715,0.86781,0.8661500000000001,0.8689000000000001,1.3200000000001333,6.599999999999939,session_end,0.020000000000002204,0.47,deepseek/deepseek-v4-flash,2025-10-22T00:00:00+00:00
NZDUSD,sell,0.57472,0.5757199999999999,0.5757199999999999,0.57322,-2.0,-9.999999999998899,stop_loss,0.020000000000002204,0.35,deepseek/deepseek-v4-flash,2025-10-22T07:00:00+00:00
EURUSD,sell,1.16068,1.15948,1.16368,1.15668,1.1999999999998678,11.999999999998678,session_end,0.01,0.25,deepseek/deepseek-v4-flash,2025-10-22T07:00:00+00:00
GBPJPY,buy,203.039,203.006,202.58899999999997,203.539,-0.3299999999998704,-3.299999999998704,session_end,0.01,0.5,deepseek/deepseek-v4-flash,2025-10-22T00:00:00+00:00
USDCHF,buy,0.79583,0.7962,0.7940799999999999,0.79833,0.4228571428570877,3.6999999999998145,session_end,0.011428571428570511,0.35,deepseek/deepseek-v4-flash,2025-10-22T07:00:00+00:00
EURUSD,sell,1.16068,1.15948,1.1631799999999999,1.15868,1.1999999999998678,11.999999999998678,session_end,0.01,0.35,deepseek/deepseek-v4-flash,2025-10-22T07:00:00+00:00
USDJPY,buy,151.796,151.806,151.44600000000003,152.096,0.10000000000019327,1.0000000000019327,session_end,0.01,0.3,deepseek/deepseek-v4-flash,2025-10-22T07:00:00+00:00
USDJPY,buy,151.796,151.63099999999997,151.63099999999997,151.99599999999998,-1.9999999999999998,-16.500000000002046,stop_loss,0.012121212121210617,0.35,deepseek/deepseek-v4-flash,2025-10-22T07:00:00+00:00
NZDUSD,sell,0.57472,0.57457,0.57622,0.57272,0.19999999999998522,1.4999999999998348,session_end,0.013333333333333816,0.35,deepseek/deepseek-v4-flash,2025-10-22T07:00:00+00:00
USDCAD,buy,1.40045,1.40121,1.3984500000000002,1.40345,0.7600000000001776,7.600000000000939,session_end,0.010000000000001102,0.5,deepseek/deepseek-v4-flash,2025-10-22T07:00:00+00:00
AUDUSD,sell,0.64946,0.64954,0.65146,0.64746,-0.07999999999996898,-0.7999999999996898,session_end,0.01,0.5,deepseek/deepseek-v4-flash,2025-10-22T07:00:00+00:00
USDCHF,buy,0.79583,0.7962,0.79283,0.80083,0.36999999999998145,3.6999999999998145,session_end,0.01,0.35,deepseek/deepseek-v4-flash,2025-10-22T07:00:00+00:00
NZDUSD,sell,0.57472,0.57457,0.57622,0.5732200000000001,0.19999999999998522,1.4999999999998348,session_end,0.013333333333333816,0.35,deepseek/deepseek-v4-flash,2025-10-22T07:00:00+00:00
USDCHF,buy,0.79583,0.7962,0.79383,0.80058,0.36999999999998145,3.6999999999998145,session_end,0.01,0.35,deepseek/deepseek-v4-flash,2025-10-22T07:00:00+00:00
EURUSD,sell,1.16079,1.1593,1.16279,1.1582899999999998,1.4899999999999913,14.899999999999913,session_end,0.01,0.67,deepseek/deepseek-v4-flash,2025-10-23T00:00:00+00:00
GBPUSD,hold,1.33538,1.3332600000000001,1.33738,1.3323800000000001,2.1199999999998997,21.199999999998997,session_end,0.01,0.469,deepseek/deepseek-v4-flash,2025-10-23T00:00:00+00:00
GBPUSD,sell,1.33538,1.3332600000000001,1.33813,1.33138,2.1199999999998997,21.199999999998997,session_end,0.01,0.7,deepseek/deepseek-v4-flash,2025-10-23T00:00:00+00:00
AUDUSD,buy,0.64862,0.64791,0.6471199999999999,0.6511199999999999,-0.9466666666666153,-7.099999999999884,session_end,0.013333333333332828,0.5,deepseek/deepseek-v4-flash,2025-10-23T00:00:00+00:00
USDCAD,buy,1.39911,1.4001000000000001,1.3968600000000002,1.4021100000000002,0.9900000000000464,9.900000000000464,session_end,0.01,0.5,deepseek/deepseek-v4-flash,2025-10-23T00:00:00+00:00
USDCAD,buy,1.39911,1.4001000000000001,1.39586,1.4051100000000003,0.9900000000000464,9.900000000000464,session_end,0.01,0.6,deepseek/deepseek-v4-flash,2025-10-23T00:00:00+00:00
EURUSD,sell,1.16079,1.1593,1.16329,1.15829,1.4899999999999913,14.899999999999913,session_end,0.01,0.67,deepseek/deepseek-v4-flash,2025-10-23T00:00:00+00:00
EURUSD,sell,1.16079,1.1593,1.1618899999999996,1.1587899999999998,2.7090909090917386,14.899999999999913,session_end,0.018181818181823853,0.68,deepseek/deepseek-v4-flash,2025-10-23T00:00:00+00:00
NZDUSD,sell,0.57371,0.57247,0.5762100000000002,0.5712100000000001,1.2400000000000189,12.400000000000189,session_end,0.01,0.67,deepseek/deepseek-v4-flash,2025-10-23T00:00:00+00:00
NZDUSD,sell,0.57371,0.57247,0.5762100000000002,0.5707100000000002,1.2400000000000189,12.400000000000189,session_end,0.01,0.67,deepseek/deepseek-v4-flash,2025-10-23T00:00:00+00:00
GBPUSD,buy,1.33538,1.3332600000000001,1.3323800000000001,1.33963,-2.1199999999998997,-21.199999999998997,session_end,0.01,0.55,deepseek/deepseek-v4-flash,2025-10-23T00:00:00+00:00
USDJPY,buy,151.932,152.232,151.70699999999997,152.232,3.0000000000001137,30.000000000001137,take_profit,0.01,0.5,deepseek/deepseek-v4-flash,2025-10-23T00:00:00+00:00
GBPUSD,sell,1.33325,1.3352500000000003,1.3352500000000003,1.3312500000000003,-2.000000000000224,-20.000000000002238,stop_loss,0.01,0.25,deepseek/deepseek-v4-flash,2025-10-23T07:00:00+00:00
USDCAD,buy,1.39911,1.4001000000000001,1.3971100000000003,1.4021100000000002,0.9900000000001554,9.900000000000464,session_end,0.010000000000001102,0.5,deepseek/deepseek-v4-flash,2025-10-23T00:00:00+00:00
USDJPY,buy,152.47,152.572,152.17000000000002,152.845,1.0200000000000387,10.200000000000387,session_end,0.01,0.35,deepseek/deepseek-v4-flash,2025-10-23T07:00:00+00:00
EURUSD,sell,1.16079,1.1593,1.1632900000000002,1.15779,1.4899999999999913,14.899999999999913,session_end,0.01,0.67,deepseek/deepseek-v4-flash,2025-10-23T00:00:00+00:00
USDCAD,buy,1.39911,1.4001000000000001,1.3971100000000003,1.4021100000000002,0.9900000000001554,9.900000000000464,session_end,0.010000000000001102,0.5,deepseek/deepseek-v4-flash,2025-10-23T00:00:00+00:00
AUDUSD,buy,0.64791,0.64941,0.6464099999999999,0.64941,1.9999999999999998,15.000000000000568,take_profit,0.013333333333332828,0.5,deepseek/deepseek-v4-flash,2025-10-23T07:00:00+00:00
GBPUSD,sell,1.33538,1.3332600000000001,1.3376299999999999,1.3328799999999998,2.1199999999998997,21.199999999998997,session_end,0.01,0.67,deepseek/deepseek-v4-flash,2025-10-23T00:00:00+00:00
NZDUSD,hold,0.57371,0.57247,0.5767100000000001,0.57071,1.2400000000000189,12.400000000000189,session_end,0.01,0.469,deepseek/deepseek-v4-flash,2025-10-23T00:00:00+00:00
USDCHF,buy,0.79742,0.79797,0.7944199999999999,0.8004199999999999,0.5499999999999394,5.499999999999394,session_end,0.01,0.35,deepseek/deepseek-v4-flash,2025-10-23T07:00:00+00:00
EURGBP,buy,0.86884,0.86941,0.8668399999999999,0.8718400000000001,0.5700000000000705,5.7000000000007045,session_end,0.01,0.47,deepseek/deepseek-v4-flash,2025-10-23T00:00:00+00:00
USDCHF,buy,0.79742,0.79797,0.7959200000000001,0.79967,0.7333333333332791,5.499999999999394,session_end,0.013333333333333816,0.35,deepseek/deepseek-v4-flash,2025-10-23T07:00:00+00:00
EURGBP,buy,0.86884,0.86941,0.86834,0.86954,2.280000000000533,5.7000000000007045,session_end,0.04000000000000441,0.4,deepseek/deepseek-v4-flash,2025-10-23T00:00:00+00:00
AUDUSD,sell,0.64862,0.64791,0.6511199999999999,0.6456199999999999,0.7099999999999884,7.099999999999884,session_end,0.01,0.5,deepseek/deepseek-v4-flash,2025-10-23T00:00:00+00:00
NZDUSD,buy,0.57248,0.57479,0.57048,0.57648,2.3100000000000342,23.100000000000342,session_end,0.01,0.5,deepseek/deepseek-v4-flash,2025-10-23T07:00:00+00:00
USDCHF,buy,0.79529,0.7967900000000001,0.7941400000000001,0.7967900000000001,2.608695652174047,15.000000000000568,take_profit,0.017391304347826323,0.5,deepseek/deepseek-v4-flash,2025-10-23T00:00:00+00:00
GBPUSD,sell,1.33325,1.3348499999999999,1.33625,1.3302500000000002,-1.5999999999998238,-15.999999999998238,session_end,0.01,0.35,deepseek/deepseek-v4-flash,2025-10-23T07:00:00+00:00
GBPJPY,buy,203.278,203.778,202.92800000000003,203.778,5.0,50.0,take_profit,0.01,0.5,deepseek/deepseek-v4-flash,2025-10-23T07:00:00+00:00
USDJPY,buy,152.47,152.32000000000002,152.32000000000002,152.67000000000002,-2.0,-14.999999999997726,stop_loss,0.013333333333335355,0.35,deepseek/deepseek-v4-flash,2025-10-23T07:00:00+00:00
GBPJPY,buy,203.278,203.47799999999998,203.07799999999997,203.47799999999998,1.9999999999998863,19.999999999998863,take_profit,0.01,0.5,deepseek/deepseek-v4-flash,2025-10-23T07:00:00+00:00
USDCAD,buy,1.4001000000000001,1.39964,1.3981000000000003,1.4021000000000003,-0.4600000000001776,-4.60000000000127,session_end,0.010000000000001102,0.35,deepseek/deepseek-v4-flash,2025-10-23T07:00:00+00:00
AUDUSD,buy,0.64791,0.64991,0.6454099999999999,0.64991,2.0000000000000018,20.000000000000018,take_profit,0.01,0.5,deepseek/deepseek-v4-flash,2025-10-23T07:00:00+00:00
USDJPY,buy,152.47,152.572,152.12,152.97,1.0200000000000387,10.200000000000387,session_end,0.01,0.35,deepseek/deepseek-v4-flash,2025-10-23T07:00:00+00:00
USDCHF,buy,0.79742,0.79797,0.79592,0.7989200000000001,0.7333333333332248,5.499999999999394,session_end,0.013333333333332828,0.35,deepseek/deepseek-v4-flash,2025-10-23T07:00:00+00:00
NZDUSD,buy,0.57248,0.5742299999999999,0.57148,0.5742299999999999,3.499999999999834,17.499999999999183,take_profit,0.019999999999999983,0.5,deepseek/deepseek-v4-flash,2025-10-23T07:00:00+00:00
EURGBP,sell,0.8694,0.86847,0.8714,0.8674,0.9299999999999864,9.299999999999864,session_end,0.01,0.47,deepseek/deepseek-v4-flash,2025-10-23T07:00:00+00:00
NZDUSD,buy,0.57248,0.5739799999999999,0.5714799999999999,0.5739799999999999,2.999999999999555,14.999999999999458,take_profit,0.01999999999999776,0.5,deepseek/deepseek-v4-flash,2025-10-23T07:00:00+00:00
GBPJPY,buy,203.278,203.778,202.928,203.778,5.0,50.0,take_profit,0.01,0.55,deepseek/deepseek-v4-flash,2025-10-23T07:00:00+00:00
EURGBP,sell,0.8694,0.86847,0.8708999999999999,0.8678999999999999,1.2400000000000269,9.299999999999864,session_end,0.013333333333333816,0.35,deepseek/deepseek-v4-flash,2025-10-23T07:00:00+00:00
GBPJPY,buy,203.278,203.703,202.953,203.703,4.250000000000114,42.50000000000114,take_profit,0.01,0.5,deepseek/deepseek-v4-flash,2025-10-23T07:00:00+00:00
GBPJPY,buy,203.278,203.528,203.10299999999998,203.528,2.8571428571426716,25.0,take_profit,0.011428571428570686,0.5,deepseek/deepseek-v4-flash,2025-10-23T07:00:00+00:00
EURUSD,sell,1.1615199999999999,1.1609099999999999,1.1628199999999997,1.1595199999999999,0.938461538461641,6.099999999999994,session_end,0.01538461538461708,0.5,deepseek/deepseek-v4-flash,2025-10-24T00:00:00+00:00
EURUSD,sell,1.1615199999999999,1.1609099999999999,1.1635199999999997,1.1595199999999997,0.6100000000000667,6.099999999999994,session_end,0.010000000000001102,0.5,deepseek/deepseek-v4-flash,2025-10-24T00:00:00+00:00
GBPUSD,buy,1.3317700000000001,1.33252,1.32902,1.33527,0.7499999999998064,7.499999999998064,session_end,0.01,0.6,deepseek/deepseek-v4-flash,2025-10-24T00:00:00+00:00
GBPUSD,buy,1.3317700000000001,1.33252,1.3297700000000003,1.3347700000000002,0.749999999999889,7.499999999998064,session_end,0.010000000000001102,0.67,deepseek/deepseek-v4-flash,2025-10-24T00:00:00+00:00
USDCHF,buy,0.79424,0.79578,0.7917399999999998,0.7972399999999998,1.5400000000000968,15.400000000000968,session_end,0.01,0.5,deepseek/deepseek-v4-flash,2025-10-24T00:00:00+00:00
USDCAD,buy,1.39882,1.4018199999999998,1.3968199999999997,1.4018199999999998,2.9999999999998916,29.999999999998916,take_profit,0.01,0.55,deepseek/deepseek-v4-flash,2025-10-24T00:00:00+00:00
EURGBP,sell,0.87141,0.87113,0.8739100000000002,0.8684100000000001,0.280000000000058,2.80000000000058,session_end,0.01,0.67,deepseek/deepseek-v4-flash,2025-10-24T00:00:00+00:00
USDCHF,buy,0.79424,0.79578,0.7922399999999999,0.7972399999999998,1.5400000000000968,15.400000000000968,session_end,0.01,0.5,deepseek/deepseek-v4-flash,2025-10-24T00:00:00+00:00
NZDUSD,buy,0.57446,0.57514,0.5729599999999999,0.57721,0.906666666666651,6.800000000000139,session_end,0.013333333333332828,0.35,deepseek/deepseek-v4-flash,2025-10-24T00:00:00+00:00
EURGBP,sell,0.87141,0.87113,0.87306,0.8697599999999999,0.33939393939402424,2.80000000000058,session_end,0.012121212121212642,0.67,deepseek/deepseek-v4-flash,2025-10-24T00:00:00+00:00
GBPJPY,sell,203.131,203.631,203.631,202.531,-5.0,-50.0,stop_loss,0.01,0.33,deepseek/deepseek-v4-flash,2025-10-24T00:00:00+00:00
USDJPY,buy,152.772,152.94699999999997,152.672,152.94699999999997,3.4999999999998583,17.499999999998295,take_profit,0.02000000000000114,0.35,deepseek/deepseek-v4-flash,2025-10-24T07:00:00+00:00
USDCAD,buy,1.39882,1.40182,1.3968200000000002,1.40182,3.000000000000444,30.000000000001137,take_profit,0.010000000000001102,0.5,deepseek/deepseek-v4-flash,2025-10-24T00:00:00+00:00
AUDUSD,sell,0.65054,0.6495400000000001,0.6515400000000001,0.6495400000000001,1.9999999999995557,9.999999999998899,take_profit,0.01999999999999776,0.35,deepseek/deepseek-v4-flash,2025-10-24T07:00:00+00:00
USDCHF,buy,0.79578,0.7946300000000001,0.7946300000000001,0.7972800000000001,-1.9999999999999998,-11.499999999999844,stop_loss,0.017391304347826323,0.35,deepseek/deepseek-v4-flash,2025-10-24T07:00:00+00:00
EURGBP,sell,0.87141,0.87113,0.87291,0.86941,0.3733333333334242,2.80000000000058,session_end,0.013333333333333816,0.67,deepseek/deepseek-v4-flash,2025-10-24T00:00:00+00:00
USDCHF,buy,0.79424,0.79578,0.7922399999999999,0.79624,1.5400000000000968,15.400000000000968,session_end,0.01,0.5,deepseek/deepseek-v4-flash,2025-10-24T00:00:00+00:00
EURGBP,sell,0.87141,0.87113,0.87291,0.86991,0.3733333333334242,2.80000000000058,session_end,0.013333333333333816,0.67,deepseek/deepseek-v4-flash,2025-10-24T00:00:00+00:00
EURGBP,sell,0.87113,0.87159,0.87463,0.86863,-0.46000000000001595,-4.6000000000001595,session_end,0.01,0.35,deepseek/deepseek-v4-flash,2025-10-24T07:00:00+00:00
GBPUSD,buy,1.33253,1.33215,1.32953,1.33553,-0.38000000000004697,-3.8000000000004697,session_end,0.01,0.5,deepseek/deepseek-v4-flash,2025-10-24T07:00:00+00:00
EURGBP,hold,0.87141,0.87113,0.87266,0.8696599999999999,0.44800000000010226,2.80000000000058,session_end,0.01600000000000034,0.469,deepseek/deepseek-v4-flash,2025-10-24T00:00:00+00:00
NZDUSD,sell,0.57514,0.57405,0.57714,0.57314,1.0900000000000354,10.900000000000354,session_end,0.01,0.5,deepseek/deepseek-v4-flash,2025-10-24T07:00:00+00:00
EURGBP,sell,0.87113,0.87263,0.87263,0.86963,-1.9999999999999998,-15.000000000000568,stop_loss,0.013333333333332828,0.35,deepseek/deepseek-v4-flash,2025-10-24T07:00:00+00:00
GBPJPY,buy,203.57,203.72,203.47,203.72,3.0000000000002847,15.000000000000568,take_profit,0.02000000000000114,0.47,deepseek/deepseek-v4-flash,2025-10-24T07:00:00+00:00
EURGBP,sell,0.87113,0.87313,0.87313,0.86913,-2.0000000000000018,-20.000000000000018,stop_loss,0.01,0.35,deepseek/deepseek-v4-flash,2025-10-24T07:00:00+00:00
GBPJPY,buy,203.57,203.759,203.26999999999998,203.96999999999997,1.8899999999999295,18.899999999999295,session_end,0.01,0.47,deepseek/deepseek-v4-flash,2025-10-24T07:00:00+00:00
AUDUSD,buy,0.64952,0.65252,0.64602,0.65252,3.0000000000000027,30.000000000000025,take_profit,0.01,0.7,deepseek/deepseek-v4-flash,2025-10-24T13:00:00+00:00
GBPUSD,sell,1.33217,1.33162,1.3351700000000002,1.3291700000000002,0.5500000000000504,5.5000000000005045,session_end,0.01,0.67,deepseek/deepseek-v4-flash,2025-10-27T00:00:00+00:00
EURUSD,sell,1.1629,1.16243,1.1654,1.1599,0.46999999999997044,4.699999999999704,session_end,0.01,0.5,deepseek/deepseek-v4-flash,2025-10-27T00:00:00+00:00
GBPUSD,sell,1.33217,1.3328700000000002,1.3328700000000002,1.3314700000000002,-2.0,-7.0000000000014495,stop_loss,0.028571428571422655,0.67,deepseek/deepseek-v4-flash,2025-10-27T00:00:00+00:00
USDJPY,buy,153.024,153.138,152.624,153.67399999999998,1.1400000000000432,11.400000000000432,session_end,0.01,0.67,deepseek/deepseek-v4-flash,2025-10-27T00:00:00+00:00
AUDUSD,sell,0.65361,0.65316,0.65511,0.65211,0.6000000000001037,4.500000000000615,session_end,0.013333333333333816,0.35,deepseek/deepseek-v4-flash,2025-10-27T00:00:00+00:00
USDCHF,buy,0.79544,0.79625,0.79344,0.79744,0.8099999999999774,8.099999999999774,session_end,0.01,0.55,deepseek/deepseek-v4-flash,2025-10-27T00:00:00+00:00
GBPJPY,buy,203.763,203.918,203.313,204.363,1.5500000000000114,15.500000000000114,session_end,0.01,0.67,deepseek/deepseek-v4-flash,2025-10-27T00:00:00+00:00
EURUSD,buy,1.16245,1.1639499999999998,1.1614499999999999,1.1639499999999998,2.999999999999333,14.999999999998348,take_profit,0.01999999999999776,0.5,deepseek/deepseek-v4-flash,2025-10-27T07:00:00+00:00
GBPJPY,buy,203.763,203.918,203.413,204.163,1.5500000000000114,15.500000000000114,session_end,0.01,0.6,deepseek/deepseek-v4-flash,2025-10-27T00:00:00+00:00
GBPUSD,sell,1.33217,1.33162,1.3336700000000001,1.33067,0.7333333333333727,5.5000000000005045,session_end,0.013333333333332828,0.67,deepseek/deepseek-v4-flash,2025-10-27T00:00:00+00:00
AUDUSD,buy,0.65317,0.65567,0.65117,0.65567,2.4999999999999467,24.999999999999467,take_profit,0.01,0.5,deepseek/deepseek-v4-flash,2025-10-27T07:00:00+00:00
EURUSD,buy,1.16245,1.16413,1.1597,1.16595,1.6800000000001258,16.80000000000126,session_end,0.01,0.5,deepseek/deepseek-v4-flash,2025-10-27T07:00:00+00:00
USDJPY,buy,153.024,153.174,152.87400000000002,153.174,2.000000000000379,15.000000000000568,take_profit,0.013333333333335355,0.67,deepseek/deepseek-v4-flash,2025-10-27T00:00:00+00:00
NZDUSD,buy,0.57563,0.5766299999999999,0.5746299999999999,0.5766299999999999,1.9999999999995557,9.999999999998899,take_profit,0.01999999999999776,0.35,deepseek/deepseek-v4-flash,2025-10-27T07:00:00+00:00
